time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
,-9.154861,-78.6825,,,,,,,,,,,,,,,,,,
,-9.155694,-78.682222,,,,,,,,,,,,,,,,,,
,-9.15625,-78.682222,,,,,,,,,,,,,,,,,,
,-8.8831,-78.7561,,,,,,,,,,,,,,,,,,
,-8.8831,-78.7549,,,,,,,,,,,,,,,,,,
,-8.8841,-78.7543,,,,,,,,,,,,,,,,,,
,-8.8849,-78.7538,,,,,,,,,,,,,,,,,,
,-8.8857,-78.7534,,,,,,,,,,,,,,,,,,
,-8.8863,-78.7533,,,,,,,,,,,,,,,,,,
,-8.8873,-78.7529,,,,,,,,,,,,,,,,,,
,-8.8886,-78.752299,,,,,,,,,,,,,,,,,,
,-8.8901,-78.7517,,,,,,,,,,,,,,,,,,
,-8.8914,-78.751199,,,,,,,,,,,,,,,,,,
,-8.8925,-78.750999,,,,,,,,,,,,,,,,,,
,-8.8937,-78.7506,,,,,,,,,,,,,,,,,,
,-8.8949,-78.7499,,,,,,,,,,,,,,,,,,
,-8.896,-78.7495,,,,,,,,,,,,,,,,,,
,-8.8969,-78.749599,,,,,,,,,,,,,,,,,,
,-8.9721,-78.7353,,,,,,,,,,,,,,,,,,
,-8.9737,-78.734899,,,,,,,,,,,,,,,,,,
,-8.9753,-78.7343,,,,,,,,,,,,,,,,,,
,-8.9768,-78.7337,,,,,,,,,,,,,,,,,,
,-8.9777,-78.7334,,,,,,,,,,,,,,,,,,
,-8.9787,-78.733,,,,,,,,,,,,,,,,,,
,-8.9796,-78.7328,,,,,,,,,,,,,,,,,,
,-8.9803,-78.7328,,,,,,,,,,,,,,,,,,
,-8.9811,-78.733,,,,,,,,,,,,,,,,,,
,-9.0775,-78.6988,,,,,,,,,,,,,,,,,,
,-9.078,-78.6986,,,,,,,,,,,,,,,,,,
,-9.0799,-78.698899,,,,,,,,,,,,,,,,,,
,-9.0817,-78.6985,,,,,,,,,,,,,,,,,,
,-9.0842,-78.6986,,,,,,,,,,,,,,,,,,
,-9.0856,-78.6985,,,,,,,,,,,,,,,,,,
,-9.0875,-78.697999,,,,,,,,,,,,,,,,,,
,-9.089,-78.697499,,,,,,,,,,,,,,,,,,
,-9.0902,-78.6968,,,,,,,,,,,,,,,,,,
,-9.0917,-78.695699,,,,,,,,,,,,,,,,,,
,-9.0932,-78.694599,,,,,,,,,,,,,,,,,,
,-9.094,-78.6942,,,,,,,,,,,,,,,,,,
,-9.0949,-78.6938,,,,,,,,,,,,,,,,,,
,-9.0955,-78.693699,,,,,,,,,,,,,,,,,,
,-9.0959,-78.693499,,,,,,,,,,,,,,,,,,
,-9.0959,-78.6938,,,,,,,,,,,,,,,,,,
,-9.1043,-78.702499,,,,,,,,,,,,,,,,,,
,-9.1049,-78.702,,,,,,,,,,,,,,,,,,
,-9.1056,-78.701399,,,,,,,,,,,,,,,,,,
,-9.1061,-78.701,,,,,,,,,,,,,,,,,,
,-9.1067,-78.7004,,,,,,,,,,,,,,,,,,
,-9.1072,-78.6999,,,,,,,,,,,,,,,,,,
,-9.108,-78.6995,,,,,,,,,,,,,,,,,,
,-9.1082,-78.699599,,,,,,,,,,,,,,,,,,
,-9.1082,-78.6997,,,,,,,,,,,,,,,,,,
,-9.1085,-78.6997,,,,,,,,,,,,,,,,,,
,-9.1084,-78.6999,,,,,,,,,,,,,,,,,,
,-9.1084,-78.700499,,,,,,,,,,,,,,,,,,
,-9.2005,-78.6741,,,,,,,,,,,,,,,,,,
,-9.2034,-78.673099,,,,,,,,,,,,,,,,,,
,-5.45125,-81.130556,,,,,,,,,,,,,,,,,,
,-5.452639,-81.129167,,,,,,,,,,,,,,,,,,
,-5.453194,-81.128056,,,,,,,,,,,,,,,,,,
,-5.453194,-81.127222,,,,,,,,,,,,,,,,,,
,-5.453472,-81.126944,,,,,,,,,,,,,,,,,,
,-5.454028,-81.126389,,,,,,,,,,,,,,,,,,
,-5.44625,-81.105,,,,,,,,,,,,,,,,,,
,-5.447361,-81.103889,,,,,,,,,,,,,,,,,,
,-5.448472,-81.103056,,,,,,,,,,,,,,,,,,
,-5.44875,-81.1025,,,,,,,,,,,,,,,,,,
,-5.449028,-81.101944,,,,,,,,,,,,,,,,,,
,-5.449306,-81.101667,,,,,,,,,,,,,,,,,,
,-5.45625,-81.096111,,,,,,,,,,,,,,,,,,
,-5.457917,-81.094722,,,,,,,,,,,,,,,,,,
,-5.459583,-81.093056,,,,,,,,,,,,,,,,,,
,-5.460417,-81.092222,,,,,,,,,,,,,,,,,,
,-5.460972,-81.091667,,,,,,,,,,,,,,,,,,
,-5.46125,-81.091389,,,,,,,,,,,,,,,,,,
,-5.461528,-81.090833,,,,,,,,,,,,,,,,,,
,-5.46125,-81.090556,,,,,,,,,,,,,,,,,,
,-5.474583,-81.095278,,,,,,,,,,,,,,,,,,
,-5.47625,-81.093889,,,,,,,,,,,,,,,,,,
,-5.477083,-81.093333,,,,,,,,,,,,,,,,,,
,-5.477361,-81.092778,,,,,,,,,,,,,,,,,,
,-5.477917,-81.0925,,,,,,,,,,,,,,,,,,
,-5.477917,-81.0925,,,,,,,,,,,,,,,,,,
,-5.47375,-81.075833,,,,,,,,,,,,,,,,,,
,-5.475417,-81.074167,,,,,,,,,,,,,,,,,,
,-5.477083,-81.072778,,,,,,,,,,,,,,,,,,
,-5.478472,-81.071389,,,,,,,,,,,,,,,,,,
,-5.479028,-81.071389,,,,,,,,,,,,,,,,,,
,-5.479306,-81.071111,,,,,,,,,,,,,,,,,,
,-5.479583,-81.071111,,,,,,,,,,,,,,,,,,
,-5.479583,-81.070833,,,,,,,,,,,,,,,,,,
,-5.665694,-81.024444,,,,,,,,,,,,,,,,,,
,-5.667083,-81.023056,,,,,,,,,,,,,,,,,,
,-5.667361,-81.022222,,,,,,,,,,,,,,,,,,
,-5.667639,-81.021667,,,,,,,,,,,,,,,,,,
,-5.667639,-81.021389,,,,,,,,,,,,,,,,,,
